from,to,meters,highway,surface,incline,sidewalk,maxspeed,name
osm3456680446,osm5631115679,5.36,footway,,,,,
osm5631115679,osm3456680446,5.36,footway,,,,,
osm5631115679,osm3456680458,6.52,footway,,,,,
osm3456680458,osm5631115679,6.52,footway,,,,,
osm3456680416,osm5631115680,9.29,footway,,,,,
osm5631115680,osm3456680416,9.29,footway,,,,,
osm5631115680,osm3456680417,7.59,footway,,,,,
osm3456680417,osm5631115680,7.59,footway,,,,,
osm2605326739,osm5631115686,9.56,footway,asphalt,,,,
osm5631115686,osm2605326739,9.56,footway,asphalt,,,,
osm5631115686,osm3295625061,6.62,footway,asphalt,,,,
osm3295625061,osm5631115686,6.62,footway,asphalt,,,,
osm5631115687,osm5631115688,8.61,footway,asphalt,,,,
osm5631115688,osm5631115687,8.61,footway,asphalt,,,,
osm5631115688,osm5631115689,8.17,footway,asphalt,,,,
osm5631115689,osm5631115688,8.17,footway,asphalt,,,,
osm5631141330,osm5631141331,10.94,service,,,,,
osm5631141331,osm5631141330,10.94,service,,,,,
osm5631141331,osm4379916329,12.76,service,,,,,
osm4379916329,osm5631141331,12.76,service,,,,,
osm5631141332,osm5631141333,8.4,service,,,,,
osm5631141333,osm5631141332,8.4,service,,,,,
osm5631141333,osm9426362142,88.61,service,,,,,
osm9426362142,osm5631141333,88.61,service,,,,,
osm9426362142,osm5631141341,8.74,service,,,,,
osm5631141341,osm9426362142,8.74,service,,,,,
osm5631141341,osm5631141338,87.27,service,,,,,
osm5631141338,osm5631141341,87.27,service,,,,,
osm5631141338,osm5631141339,9.43,service,,,,,
osm5631141339,osm5631141338,9.43,service,,,,,
osm5631141340,osm5631141341,6.48,service,,,,,
osm5631141341,osm5631141340,6.48,service,,,,,
osm5631141343,osm5631141344,103.32,footway,concrete:plates,,,,
osm5631141344,osm5631141343,103.32,footway,concrete:plates,,,,
osm5631141343,osm5631141348,78.8,footway,concrete,,,,
osm5631141348,osm5631141343,78.8,footway,concrete,,,,
osm5631141348,osm8250181206,70.68,footway,concrete,,,,
osm8250181206,osm5631141348,70.68,footway,concrete,,,,
osm8250181206,osm5631141345,33.12,footway,concrete,,,,
osm5631141345,osm8250181206,33.12,footway,concrete,,,,
osm5631141345,osm5633607501,2.38,footway,concrete,,,,
osm5633607501,osm5631141345,2.38,footway,concrete,,,,
osm5633607501,osm10154163227,1.68,footway,concrete,,,,
osm10154163227,osm5633607501,1.68,footway,concrete,,,,
osm5631141347,osm5631141348,7.13,service,,,,,
osm5631141348,osm5631141347,7.13,service,,,,,
osm5631141348,osm5631141349,103.5,service,,,,,
osm5631141349,osm5631141348,103.5,service,,,,,
osm5631141349,osm5631141350,10.1,service,,,,,
osm5631141350,osm5631141349,10.1,service,,,,,
osm10154188065,osm5631141351,3.36,footway,asphalt,,,,
osm5631141351,osm10154188065,3.36,footway,asphalt,,,,
osm5631141351,osm10154188066,3.26,footway,asphalt,,,,
osm10154188066,osm5631141351,3.26,footway,asphalt,,,,
osm4643607509,osm5631141359,71.83,footway,concrete,,,,
osm5631141359,osm4643607509,71.83,footway,concrete,,,,
osm5631141359,osm9426362137,12.17,footway,concrete,,,,
osm9426362137,osm5631141359,12.17,footway,concrete,,,,
osm9426362137,osm5631141353,98.83,footway,concrete,,,,
osm5631141353,osm9426362137,98.83,footway,concrete,,,,
osm5631141353,osm5631141354,9.31,footway,asphalt,,,,
osm5631141354,osm5631141353,9.31,footway,asphalt,,,,
osm5631141354,osm6340111460,7.95,footway,asphalt,,,,
osm6340111460,osm5631141354,7.95,footway,asphalt,,,,
osm6340111460,osm3874529604,1.4,footway,asphalt,,,,
osm3874529604,osm6340111460,1.4,footway,asphalt,,,,
osm3874529603,osm5631141356,8.75,footway,asphalt,,,,
osm5631141356,osm3874529603,8.75,footway,asphalt,,,,
osm5631141356,osm3874529605,9.35,footway,asphalt,,,,
osm3874529605,osm5631141356,9.35,footway,asphalt,,,,
osm3874529603,osm5631141361,111.27,footway,,,,,
osm5631141361,osm3874529603,111.27,footway,,,,,
osm5631141361,osm5631141358,72.1,footway,,,,,
osm5631141358,osm5631141361,72.1,footway,,,,,
osm5631141359,osm5631141360,7.9,footway,asphalt,,,,
osm5631141360,osm5631141359,7.9,footway,asphalt,,,,
osm5631141360,osm5631141361,8.96,footway,asphalt,,,,
osm5631141361,osm5631141360,8.96,footway,asphalt,,,,
osm10154178370,osm5633607495,3.24,footway,asphalt,,,,
osm5633607495,osm10154178370,3.24,footway,asphalt,,,,
osm5633607495,osm10154178371,2.78,footway,asphalt,,,,
osm10154178371,osm5633607495,2.78,footway,asphalt,,,,
osm10154188593,osm5633607497,3.47,footway,asphalt,,,,
osm5633607497,osm10154188593,3.47,footway,asphalt,,,,
osm5633607497,osm10154188594,3.01,footway,asphalt,,,,
osm10154188594,osm5633607497,3.01,footway,asphalt,,,,
osm5633607496,osm5633607498,81.81,footway,concrete:plates,,,,
osm5633607498,osm5633607496,81.81,footway,concrete:plates,,,,
osm5633607496,osm10936355815,129.1,footway,concrete,,,,
osm10936355815,osm5633607496,129.1,footway,concrete,,,,
osm10936355815,osm5633607500,54.53,footway,concrete,,,,
osm5633607500,osm10936355815,54.53,footway,concrete,,,,
osm5633607500,osm5633607505,0.93,footway,concrete,,,,
osm5633607505,osm5633607500,0.93,footway,concrete,,,,
osm5633607500,osm5633607502,7.44,footway,asphalt,,,,
osm5633607502,osm5633607500,7.44,footway,asphalt,,,,
osm5633607502,osm5633607501,8.75,footway,asphalt,,,,
osm5633607501,osm5633607502,8.75,footway,asphalt,,,,
osm5633607503,osm5633607504,10.84,footway,concrete,,,,
osm5633607504,osm5633607503,10.84,footway,concrete,,,,
osm5633607504,osm5633607505,7.58,footway,concrete,,,,
osm5633607505,osm5633607504,7.58,footway,concrete,,,,
osm5633607505,osm8751362184,32.82,footway,concrete,,,,
osm8751362184,osm5633607505,32.82,footway,concrete,,,,
osm8751362184,osm5633610122,49.74,footway,concrete,,,,
osm5633610122,osm8751362184,49.74,footway,concrete,,,,
osm5370986381,osm5633607506,82.68,footway,concrete,,,,
osm5633607506,osm5370986381,82.68,footway,concrete,,,,
osm5633607506,osm3236369016,11.35,footway,asphalt,,,,
osm3236369016,osm5633607506,11.35,footway,asphalt,,,,
osm3236369016,osm3874538500,7.07,footway,asphalt,,,,
osm3874538500,osm3236369016,7.07,footway,asphalt,,,,
osm9974041969,osm5633607514,3.51,footway,asphalt,,,,
osm5633607514,osm9974041969,3.51,footway,asphalt,,,,
osm5633607514,osm9974041970,3.27,footway,asphalt,,,,
osm9974041970,osm5633607514,3.27,footway,asphalt,,,,
osm3874538504,osm5633607517,82.8,footway,concrete:plates,,,,
osm5633607517,osm3874538504,82.8,footway,concrete:plates,,,,
osm5633607515,osm3874538506,98.98,footway,concrete:plates,,,,
osm3874538506,osm5633607515,98.98,footway,concrete:plates,,,,
osm5633607506,osm5633607518,184.21,footway,,,,,
osm5633607518,osm5633607506,184.21,footway,,,,,
osm5633607518,osm5633607519,8.99,footway,asphalt,,,,
osm5633607519,osm5633607518,8.99,footway,asphalt,,,,
osm5633607519,osm5489411337,9.46,footway,asphalt,,,,
osm5489411337,osm5633607519,9.46,footway,asphalt,,,,
osm5633607520,osm13541463776,72.29,footway,concrete,,,,
osm13541463776,osm5633607520,72.29,footway,concrete,,,,
osm13541463776,osm13426858911,69.64,footway,concrete,,,,
osm13426858911,osm13541463776,69.64,footway,concrete,,,,
osm13426858911,osm5370986378,41.99,footway,concrete,,,,
osm5370986378,osm13426858911,41.99,footway,concrete,,,,
osm5633607520,osm5633610121,10.24,footway,asphalt,,,,
osm5633610121,osm5633607520,10.24,footway,asphalt,,,,
osm5633610121,osm5633610122,8.31,footway,asphalt,,,,
osm5633610122,osm5633610121,8.31,footway,asphalt,,,,
osm5633607520,osm5633610123,7.94,footway,asphalt,,,,
osm5633610123,osm5633607520,7.94,footway,asphalt,,,,
osm5633610123,osm5370986395,9.58,footway,asphalt,,,,
osm5370986395,osm5633610123,9.58,footway,asphalt,,,,
osm5633607520,osm9923279811,20.61,footway,concrete,,,,
osm9923279811,osm5633607520,20.61,footway,concrete,,,,
osm9923279811,osm9923279812,34.33,footway,concrete,,,,
osm9923279812,osm9923279811,34.33,footway,concrete,,,,
osm9923279812,osm5633610124,27.63,footway,concrete,,,,
osm5633610124,osm9923279812,27.63,footway,concrete,,,,
osm5370986395,osm8729844101,59.73,footway,concrete,,,,
osm8729844101,osm5370986395,59.73,footway,concrete,,,,
osm8729844101,osm8729846634,26.62,footway,concrete,,,,
osm8729846634,osm8729844101,26.62,footway,concrete,,,,
osm8729846634,osm8729844103,44.4,footway,concrete,,,,
osm8729844103,osm8729846634,44.4,footway,concrete,,,,
osm8729844103,osm5371331150,52.77,footway,concrete,,,,
osm5371331150,osm8729844103,52.77,footway,concrete,,,,
osm3874538497,osm5370986389,82.62,footway,concrete,,,,
osm5370986389,osm3874538497,82.62,footway,concrete,,,,
osm13330550494,osm8751362190,63.62,footway,concrete,,,,
osm8751362190,osm13330550494,63.62,footway,concrete,,,,
osm8751362190,osm3874543825,121.25,footway,concrete,,,,
osm3874543825,osm8751362190,121.25,footway,concrete,,,,
osm5633610126,osm5633610128,8.1,service,,,,,
osm5633610128,osm5633610126,8.1,service,,,,,
osm5633610128,osm5633610131,32.42,service,,,,,
osm5633610131,osm5633610128,32.42,service,,,,,
osm5633610131,osm5633610132,8.46,service,,,,,
osm5633610132,osm5633610131,8.46,service,,,,,
osm3269896977,osm3269883163,69.39,residential,asphalt,,,,East Wilson Street
osm3269883163,osm3269896971,86.11,residential,asphalt,,,,East Wilson Street
osm3269896971,osm53426175,8.99,residential,asphalt,,,,East Wilson Street
osm53426175,osm3269896963,10.32,residential,asphalt,,,,East Wilson Street
osm3269896963,osm13091071870,37.31,residential,asphalt,,,,East Wilson Street
osm13091071870,osm8994793342,10.56,residential,asphalt,,,,East Wilson Street
osm8994793342,osm5796703227,13.03,residential,asphalt,,,,East Wilson Street
osm5796703227,osm5796703212,13.24,residential,asphalt,,,,East Wilson Street
osm5796703212,osm5371286187,33.08,residential,asphalt,,,,East Wilson Street
osm5371286187,osm53515084,13.81,residential,asphalt,,,,East Wilson Street
osm12568502256,osm3235659330,3.64,residential,,,,,South Pinckney Street
osm3235659330,osm12568502256,3.64,residential,,,,,South Pinckney Street
osm3235659330,osm13091071859,22.19,residential,,,,,South Pinckney Street
osm13091071859,osm3235659330,22.19,residential,,,,,South Pinckney Street
osm13091071859,osm366220625,18.46,residential,,,,,South Pinckney Street
osm366220625,osm13091071859,18.46,residential,,,,,South Pinckney Street
osm5642338476,osm5642338477,21.06,service,,,,,
osm5642338477,osm5642338476,21.06,service,,,,,
osm3887271019,osm5642568089,24.94,footway,concrete,,,,
osm5642568089,osm3887271019,24.94,footway,concrete,,,,
osm5642568089,osm5642568090,39.04,footway,concrete,,,,
osm5642568090,osm5642568089,39.04,footway,concrete,,,,
osm5642568090,osm5642568091,8.76,footway,concrete,,,,
osm5642568091,osm5642568090,8.76,footway,concrete,,,,
osm5642568091,osm5642568098,31.1,footway,concrete,,,,
osm5642568098,osm5642568091,31.1,footway,concrete,,,,
osm5642568098,osm5642568101,12.06,footway,wood,,,,
osm5642568101,osm5642568098,12.06,footway,wood,,,,
osm9123484551,osm5642599933,3.43,footway,asphalt,,,,
osm5642599933,osm9123484551,3.43,footway,asphalt,,,,
osm5642599933,osm9123484552,4.11,footway,asphalt,,,,
osm9123484552,osm5642599933,4.11,footway,asphalt,,,,
osm3397728359,osm5642599937,15.24,footway,,,,,
osm5642599937,osm3397728359,15.24,footway,,,,,
osm5642599937,osm5642599939,12.61,footway,,,,,
osm5642599939,osm5642599937,12.61,footway,,,,,
osm5642599941,osm5642599942,9.28,cycleway,,,,,
osm5642599942,osm5642599941,9.28,cycleway,,,,,
osm5642599943,osm2065636609,21.96,cycleway,,,,,
osm2065636609,osm5642599943,21.96,cycleway,,,,,
osm3397728364,osm1179412709,64.77,tertiary,asphalt,,,25 mph,North Eau Claire Avenue
osm1179412709,osm3397728681,115.23,tertiary,asphalt,,,25 mph,North Eau Claire Avenue
osm3397728681,osm3080951925,8.24,tertiary,asphalt,,,25 mph,North Eau Claire Avenue
osm4778006940,osm6186078002,13.13,service,,,,,
osm6186078002,osm4778006940,13.13,service,,,,,
osm6186078002,osm6186074808,84.44,service,,,,,
osm6186074808,osm6186078002,84.44,service,,,,,
osm5633607501,osm3887245975,102.37,footway,concrete,,,,
osm3887245975,osm5633607501,102.37,footway,concrete,,,,
osm5371338201,osm5727219299,49.37,footway,,,,,
osm5727219299,osm5371338201,49.37,footway,,,,,
osm5727219299,osm8751362178,34.65,footway,,,,,
osm8751362178,osm5727219299,34.65,footway,,,,,
osm8751362178,osm5371331154,97.26,footway,,,,,
osm5371331154,osm8751362178,97.26,footway,,,,,
osm5648123529,osm5648123530,83.47,footway,,,,,
osm5648123530,osm5648123529,83.47,footway,,,,,
osm5648466251,osm10930808413,48.23,footway,concrete,,,,
osm10930808413,osm5648466251,48.23,footway,concrete,,,,
osm10930808413,osm8906134314,7.58,footway,concrete,,,,
osm8906134314,osm10930808413,7.58,footway,concrete,,,,
osm8906134314,osm10930808412,5.1,footway,concrete,,,,
osm10930808412,osm8906134314,5.1,footway,concrete,,,,
osm10930808412,osm5370968774,41.86,footway,concrete,,,,
osm5370968774,osm10930808412,41.86,footway,concrete,,,,
osm5029107825,osm5656898591,3.65,footway,asphalt,,,,
osm5656898591,osm5029107825,3.65,footway,asphalt,,,,
osm5656898591,osm5656898592,6.85,footway,asphalt,,,,
osm5656898592,osm5656898591,6.85,footway,asphalt,,,,
osm5656898592,osm5594913350,40.36,footway,concrete,,,,
osm5594913350,osm5656898592,40.36,footway,concrete,,,,
osm5656898592,osm5656898603,58.24,footway,concrete,,,,
osm5656898603,osm5656898592,58.24,footway,concrete,,,,
osm5656898603,osm5656898604,119.89,footway,concrete,,,,
osm5656898604,osm5656898603,119.89,footway,concrete,,,,
osm5656898605,osm5656898606,7.32,footway,asphalt,,,,
osm5656898606,osm5656898605,7.32,footway,asphalt,,,,
osm5656898606,osm5656937090,4.27,footway,asphalt,,,,
osm5656937090,osm5656898606,4.27,footway,asphalt,,,,
osm5656937090,osm5656898607,3.35,footway,asphalt,,,,
osm5656898607,osm5656937090,3.35,footway,asphalt,,,,
osm5474511974,osm5656899639,58.74,footway,concrete,,,,
osm5656899639,osm5474511974,58.74,footway,concrete,,,,
osm5656899639,osm5656898608,1.17,footway,concrete,,,,
osm5656898608,osm5656899639,1.17,footway,concrete,,,,
osm5656898609,osm5656898614,137.06,footway,concrete,,,,
osm5656898614,osm5656898609,137.06,footway,concrete,,,,
osm5656898614,osm5656898615,2.15,footway,concrete,,,,
osm5656898615,osm5656898614,2.15,footway,concrete,,,,
osm5656898615,osm5656898616,69.41,footway,concrete,,,,
osm5656898616,osm5656898615,69.41,footway,concrete,,,,
osm5656898616,osm5656899625,73.23,footway,concrete,,,,
osm5656899625,osm5656898616,73.23,footway,concrete,,,,
osm5656899626,osm5656937051,100.35,footway,concrete,,,,
osm5656937051,osm5656899626,100.35,footway,concrete,,,,
osm5656937051,osm5656899628,2.35,footway,concrete,,,,
osm5656899628,osm5656937051,2.35,footway,concrete,,,,
osm5656899628,osm5656898608,79.18,footway,concrete,,,,
osm5656898608,osm5656899628,79.18,footway,concrete,,,,
osm5474511972,osm5656899641,51.81,footway,concrete,,,,
osm5656899641,osm5474511972,51.81,footway,concrete,,,,
osm5656899641,osm5656899631,1.78,footway,concrete,,,,
osm5656899631,osm5656899641,1.78,footway,concrete,,,,
osm5656899631,osm5656899638,62.53,footway,concrete,,,,
osm5656899638,osm5656899631,62.53,footway,concrete,,,,
osm5656899639,osm5656899640,7.35,footway,asphalt,,,,
osm5656899640,osm5656899639,7.35,footway,asphalt,,,,
osm5656899640,osm5656899641,5.66,footway,asphalt,,,,
osm5656899641,osm5656899640,5.66,footway,asphalt,,,,
osm5656899642,osm5657142533,73.76,footway,concrete,,,,
osm5657142533,osm5656899642,73.76,footway,concrete,,,,
osm5657142533,osm5656898605,0.98,footway,concrete,,,,
osm5656898605,osm5657142533,0.98,footway,concrete,,,,
osm5656899642,osm5656899643,79.08,footway,concrete,,,,
osm5656899643,osm5656899642,79.08,footway,concrete,,,,
osm5656899643,osm5656937094,99.26,footway,concrete,,,,
osm5656937094,osm5656899643,99.26,footway,concrete,,,,
osm5656937094,osm5656899645,3.56,footway,concrete,,,,
osm5656899645,osm5656937094,3.56,footway,concrete,,,,
osm5656899645,osm5656898605,82.26,footway,concrete,,,,
osm5656898605,osm5656899645,82.26,footway,concrete,,,,
osm5656899643,osm5656937048,1.63,footway,asphalt,,,,
osm5656937048,osm5656899643,1.63,footway,asphalt,,,,
osm5656937048,osm5656899646,5.11,footway,asphalt,,,,
osm5656899646,osm5656937048,5.11,footway,asphalt,,,,
osm5656899646,osm5656899628,6.58,footway,asphalt,,,,
osm5656899628,osm5656899646,6.58,footway,asphalt,,,,
osm5474511979,osm6355822627,26.75,footway,concrete,,,,
osm6355822627,osm5474511979,26.75,footway,concrete,,,,
osm6355822627,osm5656937049,81.15,footway,concrete,,,,
osm5656937049,osm6355822627,81.15,footway,concrete,,,,
osm5656937049,osm5656899647,1.2,footway,concrete,,,,
osm5656899647,osm5656937049,1.2,footway,concrete,,,,
osm5656899647,osm5656899648,78.67,footway,concrete,,,,
osm5656899648,osm5656899647,78.67,footway,concrete,,,,
osm5656899648,osm5656899651,112.0,footway,concrete,,,,
osm5656899651,osm5656899648,112.0,footway,concrete,,,,
osm5656899651,osm5474511984,37.35,footway,concrete,,,,
osm5474511984,osm5656899651,37.35,footway,concrete,,,,
osm5656899651,osm5656899653,66.89,footway,concrete,,,,
osm5656899653,osm5656899651,66.89,footway,concrete,,,,
osm5656937039,osm5656937040,134.59,footway,concrete,,,,
osm5656937040,osm5656937039,134.59,footway,concrete,,,,
osm5656937040,osm5656937041,82.86,footway,concrete,,,,
osm5656937041,osm5656937040,82.86,footway,concrete,,,,
osm5656937041,osm5656937042,106.81,footway,concrete,,,,
osm5656937042,osm5656937041,106.81,footway,concrete,,,,
osm5656937042,osm5656937039,78.44,footway,concrete,,,,
osm5656937039,osm5656937042,78.44,footway,concrete,,,,
osm5656937039,osm5656937043,6.37,footway,concrete,,,,
osm5656937043,osm5656937039,6.37,footway,concrete,,,,
osm5656937043,osm5656899648,7.26,footway,concrete,,,,
osm5656899648,osm5656937043,7.26,footway,concrete,,,,
osm5656899648,osm5656937044,5.63,footway,concrete,,,,
osm5656937044,osm5656899648,5.63,footway,concrete,,,,
osm5656937044,osm5656937045,7.2,footway,concrete,,,,
osm5656937045,osm5656937044,7.2,footway,concrete,,,,
osm5656899647,osm5656937046,7.94,footway,asphalt,,,,
osm5656937046,osm5656899647,7.94,footway,asphalt,,,,
osm5656937046,osm5656937042,5.48,footway,asphalt,,,,
osm5656937042,osm5656937046,5.48,footway,asphalt,,,,
osm5656937042,osm5656937047,7.9,footway,asphalt,,,,
osm5656937047,osm5656937042,7.9,footway,asphalt,,,,
osm5656937047,osm5656937048,5.25,footway,asphalt,,,,
osm5656937048,osm5656937047,5.25,footway,asphalt,,,,
osm5656937049,osm5656937050,7.82,footway,asphalt,,,,
osm5656937050,osm5656937049,7.82,footway,asphalt,,,,
osm5656937050,osm5656937051,5.15,footway,asphalt,,,,
osm5656937051,osm5656937050,5.15,footway,asphalt,,,,
osm5656937052,osm5656937053,41.1,footway,concrete,,,,
osm5656937053,osm5656937052,41.1,footway,concrete,,,,
osm5656937053,osm5656937056,139.97,footway,concrete,,,,
osm5656937056,osm5656937053,139.97,footway,concrete,,,,
osm5656937056,osm5656937061,80.73,footway,concrete,,,,
osm5656937061,osm5656937056,80.73,footway,concrete,,,,
osm5656937061,osm5656937063,111.88,footway,concrete,,,,
osm5656937063,osm5656937061,111.88,footway,concrete,,,,
osm5656937063,osm5656937052,59.95,footway,concrete,,,,
osm5656937052,osm5656937063,59.95,footway,concrete,,,,
osm5656937052,osm5656937070,5.48,footway,asphalt,,,,
osm5656937070,osm5656937052,5.48,footway,asphalt,,,,
osm5656937070,osm5656898592,4.84,footway,asphalt,,,,
osm5656898592,osm5656937070,4.84,footway,asphalt,,,,
osm5656898607,osm5656937081,211.93,footway,concrete,,,,
osm5656937081,osm5656898607,211.93,footway,concrete,,,,
osm5656937081,osm5656937082,43.18,footway,concrete,,,,
osm5656937082,osm5656937081,43.18,footway,concrete,,,,
osm5656937082,osm5656937091,52.82,footway,concrete,,,,
osm5656937091,osm5656937082,52.82,footway,concrete,,,,
osm5656937091,osm5656937090,94.92,footway,concrete,,,,
osm5656937090,osm5656937091,94.92,footway,concrete,,,,
osm5656937091,osm5656937092,4.7,footway,asphalt,,,,
osm5656937092,osm5656937091,4.7,footway,asphalt,,,,
osm5656937092,osm5656937041,8.73,footway,asphalt,,,,
osm5656937041,osm5656937092,8.73,footway,asphalt,,,,
osm5656937041,osm5656937093,9.13,footway,asphalt,,,,
osm5656937093,osm5656937041,9.13,footway,asphalt,,,,
osm5656937093,osm5656937094,6.45,footway,asphalt,,,,
osm5656937094,osm5656937093,6.45,footway,asphalt,,,,
osm5656937095,osm5656937104,196.98,footway,concrete,,,,
osm5656937104,osm5656937095,196.98,footway,concrete,,,,
osm5656937095,osm5656937117,4.97,footway,asphalt,,,,
osm5656937117,osm5656937095,4.97,footway,asphalt,,,,
osm5656937117,osm5657210739,6.86,footway,asphalt,,,,
osm5657210739,osm5656937117,6.86,footway,asphalt,,,,
osm5656937118,osm5656938222,1.3,footway,concrete,,,,
osm5656938222,osm5656937118,1.3,footway,concrete,,,,
osm5656938222,osm5656937119,173.23,footway,concrete,,,,
osm5656937119,osm5656938222,173.23,footway,concrete,,,,
osm5656937119,osm5656937120,75.02,footway,concrete,,,,
osm5656937120,osm5656937119,75.02,footway,concrete,,,,
osm5656938221,osm5656938222,7.1,service,,,,,
osm5656938222,osm5656938221,7.1,service,,,,,
osm5656938222,osm5656938223,12.39,service,,,,,
osm5656938223,osm5656938222,12.39,service,,,,,
osm5656938225,osm5656938226,7.49,footway,asphalt,,,,
osm5656938226,osm5656938225,7.49,footway,asphalt,,,,
osm5656938226,osm5656937119,8.65,footway,asphalt,,,,
osm5656937119,osm5656938226,8.65,footway,asphalt,,,,
osm5656938227,osm5656938228,97.02,footway,concrete,,,,
osm5656938228,osm5656938227,97.02,footway,concrete,,,,
osm5656938228,osm5656938229,14.6,footway,concrete,,,,
osm5656938229,osm5656938228,14.6,footway,concrete,,,,
osm5656938229,osm5656938230,25.41,footway,concrete,,,,
osm5656938230,osm5656938229,25.41,footway,concrete,,,,
osm5656938231,osm5656938227,75.01,footway,concrete,,,,
osm5656938227,osm5656938231,75.01,footway,concrete,,,,
osm5656938227,osm5656938232,8.21,footway,asphalt,,,,
osm5656938232,osm5656938227,8.21,footway,asphalt,,,,
osm5656938232,osm5656937119,8.13,footway,asphalt,,,,
osm5656937119,osm5656938232,8.13,footway,asphalt,,,,
osm5656938227,osm5656938233,8.78,footway,asphalt,,,,
osm5656938233,osm5656938227,8.78,footway,asphalt,,,,
osm5656938233,osm5656938234,7.84,footway,asphalt,,,,
osm5656938234,osm5656938233,7.84,footway,asphalt,,,,
osm5656938236,osm5656938237,86.64,footway,concrete,,,,
osm5656938237,osm5656938236,86.64,footway,concrete,,,,
osm5656938238,osm5656938249,0.98,footway,concrete,,,,
osm5656938249,osm5656938238,0.98,footway,concrete,,,,
osm5656938249,osm5656938241,85.3,footway,concrete,,,,
osm5656938241,osm5656938249,85.3,footway,concrete,,,,
osm5656938241,osm5656938239,5.81,footway,concrete,,,,
osm5656938239,osm5656938241,5.81,footway,concrete,,,,
osm5656938240,osm5656938241,4.27,service,,,,,
osm5656938241,osm5656938240,4.27,service,,,,,
osm5656938241,osm53619450,14.08,service,,,,,
osm53619450,osm5656938241,14.08,service,,,,,
osm5656938243,osm5656938244,126.84,footway,concrete,,,,
osm5656938244,osm5656938243,126.84,footway,concrete,,,,
osm53688759,osm5656938244,7.47,service,,,,,
osm5656938244,osm53688759,7.47,service,,,,,
osm5656938244,osm5656938245,4.06,service,,,,,
osm5656938245,osm5656938244,4.06,service,,,,,
osm5656937120,osm5656938246,7.45,footway,asphalt,,,,
osm5656938246,osm5656937120,7.45,footway,asphalt,,,,
osm5656938246,osm5656938243,8.44,footway,asphalt,,,,
osm5656938243,osm5656938246,8.44,footway,asphalt,,,,
osm5656938243,osm5656938247,8.53,footway,asphalt,,,,
osm5656938247,osm5656938243,8.53,footway,asphalt,,,,
osm5656938247,osm5656938236,8.1,footway,asphalt,,,,
osm5656938236,osm5656938247,8.1,footway,asphalt,,,,
osm5656938231,osm5656938248,7.26,footway,asphalt,,,,
osm5656938248,osm5656938231,7.26,footway,asphalt,,,,
osm5656938248,osm5656938236,8.68,footway,asphalt,,,,
osm5656938236,osm5656938248,8.68,footway,asphalt,,,,
osm5656938249,osm5656938250,7.64,footway,asphalt,,,,
osm5656938250,osm5656938249,7.64,footway,asphalt,,,,
osm5656938250,osm5656938251,9.05,footway,asphalt,,,,
osm5656938251,osm5656938250,9.05,footway,asphalt,,,,
osm5594913337,osm5657139105,13.14,footway,concrete,,,,
osm5657139105,osm5594913337,13.14,footway,concrete,,,,
osm5657139105,osm5657139106,60.69,footway,concrete,,,,
osm5657139106,osm5657139105,60.69,footway,concrete,,,,
osm5657139106,osm13339809557,164.39,footway,concrete,,,,
osm13339809557,osm5657139106,164.39,footway,concrete,,,,
osm13339809557,osm5594913335,10.73,footway,concrete,,,,
osm5594913335,osm13339809557,10.73,footway,concrete,,,,
osm5657139108,osm5657139109,32.25,footway,concrete,,,,
osm5657139109,osm5657139108,32.25,footway,concrete,,,,
osm5657139109,osm5029107827,59.83,footway,concrete,,,,
osm5029107827,osm5657139109,59.83,footway,concrete,,,,
osm5029107827,osm5657139118,64.1,footway,concrete,,,,
osm5657139118,osm5029107827,64.1,footway,concrete,,,,
osm5657139118,osm5657139119,73.91,footway,concrete,,,,
osm5657139119,osm5657139118,73.91,footway,concrete,,,,
osm5657139119,osm5657139108,101.01,footway,concrete,,,,
osm5657139108,osm5657139119,101.01,footway,concrete,,,,
osm5657142521,osm5657142529,60.42,footway,concrete,,,,
osm5657142529,osm5657142521,60.42,footway,concrete,,,,
osm5657142529,osm5657142530,33.08,footway,concrete,,,,
osm5657142530,osm5657142529,33.08,footway,concrete,,,,
osm5657142530,osm5657142531,100.78,footway,concrete,,,,
osm5657142531,osm5657142530,100.78,footway,concrete,,,,
osm5657142531,osm5657142532,75.93,footway,concrete,,,,
osm5657142532,osm5657142531,75.93,footway,concrete,,,,
osm5657142532,osm5657142521,63.87,footway,concrete,,,,
osm5657142521,osm5657142532,63.87,footway,concrete,,,,
osm5657142533,osm5657142534,7.87,footway,asphalt,,,,
osm5657142534,osm5657142533,7.87,footway,asphalt,,,,
osm5657142534,osm5656898615,6.45,footway,asphalt,,,,
osm5656898615,osm5657142534,6.45,footway,asphalt,,,,
osm5656899642,osm5657142535,7.72,footway,asphalt,,,,
osm5657142535,osm5656899642,7.72,footway,asphalt,,,,
osm5657142535,osm5656898616,5.29,footway,asphalt,,,,
osm5656898616,osm5657142535,5.29,footway,asphalt,,,,
osm5656937109,osm5657142536,6.94,footway,asphalt,,,,
osm5657142536,osm5656937109,6.94,footway,asphalt,,,,
osm5657142536,osm5656937082,6.36,footway,asphalt,,,,
osm5656937082,osm5657142536,6.36,footway,asphalt,,,,
osm5656937111,osm5657142537,3.04,footway,asphalt,,,,
osm5657142537,osm5656937111,3.04,footway,asphalt,,,,
osm5657142537,osm5656937040,9.06,footway,asphalt,,,,
osm5656937040,osm5657142537,9.06,footway,asphalt,,,,
