from,to,meters,highway,surface,incline,sidewalk,maxspeed,name
osm5656937040,osm5657142538,6.34,footway,asphalt,,,,
osm5657142538,osm5656937040,6.34,footway,asphalt,,,,
osm5657142538,osm5656937056,7.54,footway,asphalt,,,,
osm5656937056,osm5657142538,7.54,footway,asphalt,,,,
osm5594913350,osm5657142539,4.82,footway,concrete,,,,
osm5657142539,osm5594913350,4.82,footway,concrete,,,,
osm5657142539,osm5656937053,6.08,footway,concrete,,,,
osm5656937053,osm5657142539,6.08,footway,concrete,,,,
osm5656937053,osm5657142540,7.42,footway,concrete,,,,
osm5657142540,osm5656937053,7.42,footway,concrete,,,,
osm5657142540,osm5656937039,5.69,footway,concrete,,,,
osm5656937039,osm5657142540,5.69,footway,concrete,,,,
osm5657142529,osm5657142541,7.28,footway,asphalt,,,,
osm5657142541,osm5657142529,7.28,footway,asphalt,,,,
osm5657142541,osm5657142542,11.74,footway,asphalt,,,,
osm5657142542,osm5657142541,11.74,footway,asphalt,,,,
osm5657142542,osm5656937063,7.55,footway,asphalt,,,,
osm5656937063,osm5657142542,7.55,footway,asphalt,,,,
osm5657142521,osm5657142543,5.88,footway,asphalt,,,,
osm5657142543,osm5657142521,5.88,footway,asphalt,,,,
osm5657142543,osm5029107827,5.9,footway,asphalt,,,,
osm5029107827,osm5657142543,5.9,footway,asphalt,,,,
osm5657139109,osm5657142544,8.09,footway,asphalt,,,,
osm5657142544,osm5657139109,8.09,footway,asphalt,,,,
osm5657142544,osm5657142545,10.52,footway,asphalt,,,,
osm5657142545,osm5657142544,10.52,footway,asphalt,,,,
osm5657142545,osm5656898603,9.36,footway,asphalt,,,,
osm5656898603,osm5657142545,9.36,footway,asphalt,,,,
osm5594913338,osm5657210067,74.49,footway,concrete,,,,
osm5657210067,osm5594913338,74.49,footway,concrete,,,,
osm5657210067,osm5657210068,108.08,footway,concrete,,,,
osm5657210068,osm5657210067,108.08,footway,concrete,,,,
osm5657210068,osm9627717892,50.7,footway,concrete,,,,
osm9627717892,osm5657210068,50.7,footway,concrete,,,,
osm9627717892,osm5594913327,22.95,footway,concrete,,,,
osm5594913327,osm9627717892,22.95,footway,concrete,,,,
osm5594913323,osm9627717891,30.1,footway,,,,,
osm9627717891,osm5594913323,30.1,footway,,,,,
osm9627717891,osm5657210069,44.96,footway,,,,,
osm5657210069,osm9627717891,44.96,footway,,,,,
osm5657210069,osm5657210071,127.74,footway,,,,,
osm5657210071,osm5657210069,127.74,footway,,,,,
osm5657210071,osm5594912017,72.27,footway,,,,,
osm5594912017,osm5657210071,72.27,footway,,,,,
osm5657210072,osm5657210089,0.8,footway,,,,,
osm5657210089,osm5657210072,0.8,footway,,,,,
osm5657210089,osm5657210073,8.74,footway,,,,,
osm5657210073,osm5657210089,8.74,footway,,,,,
osm5657210073,osm6795749130,4.04,footway,,,,,
osm6795749130,osm5657210073,4.04,footway,,,,,
osm6795749130,osm11176810027,75.65,footway,,,,,
osm11176810027,osm6795749130,75.65,footway,,,,,
osm11176810027,osm5657210076,2.14,footway,,,,,
osm5657210076,osm11176810027,2.14,footway,,,,,
osm5657210076,osm5657210077,5.4,footway,asphalt,,,,
osm5657210077,osm5657210076,5.4,footway,asphalt,,,,
osm5657210077,osm5657210078,7.2,footway,asphalt,,,,
osm5657210078,osm5657210077,7.2,footway,asphalt,,,,
osm5657210078,osm11176810031,1.19,footway,concrete,,,,
osm11176810031,osm5657210078,1.19,footway,concrete,,,,
osm11176810031,osm5657210080,75.28,footway,concrete,,,,
osm5657210080,osm11176810031,75.28,footway,concrete,,,,
osm5657210081,osm5657210087,53.02,footway,concrete,,,,
osm5657210087,osm5657210081,53.02,footway,concrete,,,,
osm5657210087,osm5657210088,5.57,footway,,,,,
osm5657210088,osm5657210087,5.57,footway,,,,,
osm5657210088,osm5657210089,8.44,footway,,,,,
osm5657210089,osm5657210088,8.44,footway,,,,,
osm5657210087,osm4800177379,133.75,footway,concrete,,,,
osm4800177379,osm5657210087,133.75,footway,concrete,,,,
osm5657210090,osm5657210091,75.27,footway,concrete,,,,
osm5657210091,osm5657210090,75.27,footway,concrete,,,,
osm5657210091,osm5657210092,173.91,footway,concrete,,,,
osm5657210092,osm5657210091,173.91,footway,concrete,,,,
osm5657210092,osm5657210093,75.38,footway,concrete,,,,
osm5657210093,osm5657210092,75.38,footway,concrete,,,,
osm5657210093,osm5657210090,173.91,footway,concrete,,,,
osm5657210090,osm5657210093,173.91,footway,concrete,,,,
osm5657210090,osm5657210095,9.63,footway,,,,,
osm5657210095,osm5657210090,9.63,footway,,,,,
osm5657210095,osm5594909757,6.44,footway,,,,,
osm5594909757,osm5657210095,6.44,footway,,,,,
osm5657210096,osm5657210097,5.22,footway,,,,,
osm5657210097,osm5657210096,5.22,footway,,,,,
osm5657210097,osm5657210090,6.54,footway,,,,,
osm5657210090,osm5657210097,6.54,footway,,,,,
osm5594909757,osm5657210098,137.44,footway,concrete,,,,
osm5657210098,osm5594909757,137.44,footway,concrete,,,,
osm5657210098,osm6516868688,73.41,footway,concrete,,,,
osm6516868688,osm5657210098,73.41,footway,concrete,,,,
osm6516868688,osm5594909758,139.03,footway,concrete,,,,
osm5594909758,osm6516868688,139.03,footway,concrete,,,,
osm5657210100,osm6808311755,34.95,footway,concrete,,,,
osm6808311755,osm5657210100,34.95,footway,concrete,,,,
osm6808311755,osm6516868691,27.83,footway,concrete,,,,
osm6516868691,osm6808311755,27.83,footway,concrete,,,,
osm6516868691,osm5657210102,74.21,footway,concrete,,,,
osm5657210102,osm6516868691,74.21,footway,concrete,,,,
osm5657210102,osm1192282442,84.68,footway,concrete,,,,
osm1192282442,osm5657210102,84.68,footway,concrete,,,,
osm5657210102,osm5657210105,8.12,footway,asphalt,,,,
osm5657210105,osm5657210102,8.12,footway,asphalt,,,,
osm5657210105,osm5657210098,5.38,footway,asphalt,,,,
osm5657210098,osm5657210105,5.38,footway,asphalt,,,,
osm5594909763,osm5657210106,5.6,footway,asphalt,,,,
osm5657210106,osm5594909763,5.6,footway,asphalt,,,,
osm5657210106,osm5657210102,7.74,footway,asphalt,,,,
osm5657210102,osm5657210106,7.74,footway,asphalt,,,,
osm5657210107,osm5657210108,5.98,footway,asphalt,,,,
osm5657210108,osm5657210107,5.98,footway,asphalt,,,,
osm5657210108,osm5657210098,7.95,footway,asphalt,,,,
osm5657210098,osm5657210108,7.95,footway,asphalt,,,,
osm5657210109,osm5657210110,114.97,footway,,,,,
osm5657210110,osm5657210109,114.97,footway,,,,,
osm5657210111,osm5657210112,128.58,footway,concrete,,,,
osm5657210112,osm5657210111,128.58,footway,concrete,,,,
osm5657210112,osm5489624963,69.62,footway,concrete,,,,
osm5489624963,osm5657210112,69.62,footway,concrete,,,,
osm1192286015,osm9627717899,27.65,footway,concrete,,,,
osm9627717899,osm1192286015,27.65,footway,concrete,,,,
osm9627717899,osm5657210114,40.36,footway,concrete,,,,
osm5657210114,osm9627717899,40.36,footway,concrete,,,,
osm5657210114,osm5657210115,67.86,footway,concrete,,,,
osm5657210115,osm5657210114,67.86,footway,concrete,,,,
osm5657210115,osm5594912005,72.68,footway,concrete,,,,
osm5594912005,osm5657210115,72.68,footway,concrete,,,,
osm5594909747,osm5657210116,72.26,footway,concrete,,,,
osm5657210116,osm5594909747,72.26,footway,concrete,,,,
osm5657210116,osm5657210117,109.42,footway,concrete,,,,
osm5657210117,osm5657210116,109.42,footway,concrete,,,,
osm5657210117,osm5594912012,72.7,footway,concrete,,,,
osm5594912012,osm5657210117,72.7,footway,concrete,,,,
osm5657210118,osm5657210119,101.19,footway,concrete,,,,
osm5657210119,osm5657210118,101.19,footway,concrete,,,,
osm5657210119,osm5657210120,66.54,footway,concrete,,,,
osm5657210120,osm5657210119,66.54,footway,concrete,,,,
osm5657210120,osm5657210730,99.39,footway,concrete,,,,
osm5657210730,osm5657210120,99.39,footway,concrete,,,,
osm5657210730,osm11358865552,2.88,footway,concrete,,,,
osm11358865552,osm5657210730,2.88,footway,concrete,,,,
osm11358865552,osm5657210118,65.37,footway,concrete,,,,
osm5657210118,osm11358865552,65.37,footway,concrete,,,,
osm5657210523,osm11358865555,1.49,footway,concrete,,,,
osm11358865555,osm5657210523,1.49,footway,concrete,,,,
osm11358865555,osm5657210524,75.67,footway,concrete,,,,
osm5657210524,osm11358865555,75.67,footway,concrete,,,,
osm5657210524,osm5657210526,180.87,footway,concrete,,,,
osm5657210526,osm5657210524,180.87,footway,concrete,,,,
osm5657210526,osm5657210732,99.54,footway,concrete,,,,
osm5657210732,osm5657210526,99.54,footway,concrete,,,,
osm5657210732,osm5657210523,1.99,footway,concrete,,,,
osm5657210523,osm5657210732,1.99,footway,concrete,,,,
osm5657210527,osm1192287985,75.53,footway,concrete,,,,
osm1192287985,osm5657210527,75.53,footway,concrete,,,,
osm1192287985,osm5657210528,153.42,footway,concrete,,,,
osm5657210528,osm1192287985,153.42,footway,concrete,,,,
osm5657210528,osm5657210529,71.74,footway,concrete,,,,
osm5657210529,osm5657210528,71.74,footway,concrete,,,,
osm5657210529,osm5657210527,133.05,footway,concrete,,,,
osm5657210527,osm5657210529,133.05,footway,concrete,,,,
osm5657210111,osm1192287989,6.33,footway,asphalt,,,,
osm1192287989,osm5657210111,6.33,footway,asphalt,,,,
osm1192287989,osm5657210527,6.34,footway,asphalt,,,,
osm5657210527,osm1192287989,6.34,footway,asphalt,,,,
osm4419083782,osm4419084115,447.77,footway,dirt,,,,
osm4419084115,osm4419083782,447.77,footway,dirt,,,,
osm5612139408,osm5657210533,9.66,footway,concrete,,,,
osm5657210533,osm5612139408,9.66,footway,concrete,,,,
osm4419084136,osm5657210535,13.65,footway,concrete,,,,
osm5657210535,osm4419084136,13.65,footway,concrete,,,,
osm5657210533,osm4419084136,41.37,footway,concrete,,,,
osm4419084136,osm5657210533,41.37,footway,concrete,,,,
osm5657210535,osm5657210537,4.11,footway,concrete,,,,
osm5657210537,osm5657210535,4.11,footway,concrete,,,,
osm5657210537,osm5657210538,6.53,footway,concrete,,,,
osm5657210538,osm5657210537,6.53,footway,concrete,,,,
osm5657210538,osm5657210539,56.54,footway,concrete,,,,
osm5657210539,osm5657210538,56.54,footway,concrete,,,,
osm5657210539,osm5657210540,142.45,footway,concrete,,,,
osm5657210540,osm5657210539,142.45,footway,concrete,,,,
osm5657210540,osm5657210541,56.73,footway,concrete,,,,
osm5657210541,osm5657210540,56.73,footway,concrete,,,,
osm5657210541,osm11746590600,64.22,footway,concrete,,,,
osm11746590600,osm5657210541,64.22,footway,concrete,,,,
osm11746590600,osm5657210538,78.05,footway,concrete,,,,
osm5657210538,osm11746590600,78.05,footway,concrete,,,,
osm5657210600,osm5657210550,11.81,footway,ground,,,,
osm5657210550,osm5657210600,11.81,footway,ground,,,,
osm5657210547,osm5657210549,7.47,footway,concrete,,,,
osm5657210549,osm5657210547,7.47,footway,concrete,,,,
osm5657210550,osm5657210547,42.19,footway,concrete,,,,
osm5657210547,osm5657210550,42.19,footway,concrete,,,,
osm5657210549,osm5612139407,7.51,footway,concrete,,,,
osm5612139407,osm5657210549,7.51,footway,concrete,,,,
osm5612139407,osm5612139406,5.17,footway,concrete,,,,
osm5612139406,osm5612139407,5.17,footway,concrete,,,,
osm5657210551,osm5657210552,184.53,footway,concrete,,,,
osm5657210552,osm5657210551,184.53,footway,concrete,,,,
osm5657210552,osm5657210553,74.6,footway,concrete,,,,
osm5657210553,osm5657210552,74.6,footway,concrete,,,,
osm5657210553,osm5657210554,185.37,footway,concrete,,,,
osm5657210554,osm5657210553,185.37,footway,concrete,,,,
osm5657210554,osm5657210551,75.01,footway,concrete,,,,
osm5657210551,osm5657210554,75.01,footway,concrete,,,,
osm1142903741,osm13233385253,37.08,footway,concrete,,,,
osm13233385253,osm1142903741,37.08,footway,concrete,,,,
osm13233385253,osm5657210565,10.65,footway,concrete,,,,
osm5657210565,osm13233385253,10.65,footway,concrete,,,,
osm5657210565,osm5657210555,94.43,footway,concrete,,,,
osm5657210555,osm5657210565,94.43,footway,concrete,,,,
osm5657210555,osm5657210556,76.27,footway,concrete,,,,
osm5657210556,osm5657210555,76.27,footway,concrete,,,,
osm5657210556,osm8008178946,100.71,footway,concrete,,,,
osm8008178946,osm5657210556,100.71,footway,concrete,,,,
osm8008178946,osm5657210563,45.41,footway,concrete,,,,
osm5657210563,osm8008178946,45.41,footway,concrete,,,,
osm5657210564,osm5657210565,6.27,service,asphalt,,,,
osm5657210565,osm5657210564,6.27,service,asphalt,,,,
osm5657210565,osm13233385259,54.75,service,asphalt,,,,
osm13233385259,osm5657210565,54.75,service,asphalt,,,,
osm5657210554,osm5657210567,7.18,footway,asphalt,,,,
osm5657210567,osm5657210554,7.18,footway,asphalt,,,,
osm5657210567,osm5657210556,10.43,footway,asphalt,,,,
osm5657210556,osm5657210567,10.43,footway,asphalt,,,,
osm5657210551,osm3786926313,7.9,footway,asphalt,,,,
osm3786926313,osm5657210551,7.9,footway,asphalt,,,,
osm5657210551,osm5657210568,7.75,footway,asphalt,,,,
osm5657210568,osm5657210551,7.75,footway,asphalt,,,,
osm5657210568,osm5657210555,10.87,footway,asphalt,,,,
osm5657210555,osm5657210568,10.87,footway,asphalt,,,,
osm1172615691,osm3786926316,8.79,footway,concrete,,,,
osm3786926316,osm1172615691,8.79,footway,concrete,,,,
osm3786926316,osm5657210555,7.7,footway,concrete,,,,
osm5657210555,osm3786926316,7.7,footway,concrete,,,,
osm6809996552,osm5657210569,13.04,footway,concrete,,,,
osm5657210569,osm6809996552,13.04,footway,concrete,,,,
osm5657210569,osm8008178947,37.63,footway,concrete,,,,
osm8008178947,osm5657210569,37.63,footway,concrete,,,,
osm8008178947,osm5657210570,1.85,footway,concrete,,,,
osm5657210570,osm8008178947,1.85,footway,concrete,,,,
osm5657210570,osm11746486616,98.45,footway,concrete,,,,
osm11746486616,osm5657210570,98.45,footway,concrete,,,,
osm11746486616,osm5657210571,143.08,footway,concrete,,,,
osm5657210571,osm11746486616,143.08,footway,concrete,,,,
osm5657210572,osm5657210571,50.44,footway,concrete,,,,
osm5657210571,osm5657210572,50.44,footway,concrete,,,,
osm5657210595,osm5657210593,6.83,footway,concrete,,,,
osm5657210593,osm5657210595,6.83,footway,concrete,,,,
osm5657210593,osm5657210594,33.11,footway,concrete,,,,
osm5657210594,osm5657210593,33.11,footway,concrete,,,,
osm5657210594,osm5657210592,9.65,footway,concrete,,,,
osm5657210592,osm5657210594,9.65,footway,concrete,,,,
osm11150083859,osm5657210596,8.15,footway,asphalt,,,,
osm5657210596,osm11150083859,8.15,footway,asphalt,,,,
osm5657210596,osm11150083860,5.39,footway,asphalt,,,,
osm11150083860,osm5657210596,5.39,footway,asphalt,,,,
osm5657210592,osm5657210598,6.37,footway,asphalt,,,,
osm5657210598,osm5657210592,6.37,footway,asphalt,,,,
osm5657210598,osm1142903741,8.25,footway,asphalt,,,,
osm1142903741,osm5657210598,8.25,footway,asphalt,,,,
osm5657210600,osm5657210601,4.38,footway,concrete,,,,
osm5657210601,osm5657210600,4.38,footway,concrete,,,,
osm5657210601,osm5657210552,6.74,footway,concrete,,,,
osm5657210552,osm5657210601,6.74,footway,concrete,,,,
osm5657210552,osm5657210602,9.98,footway,asphalt,,,,
osm5657210602,osm5657210552,9.98,footway,asphalt,,,,
osm5657210602,osm5657210538,7.94,footway,asphalt,,,,
osm5657210538,osm5657210602,7.94,footway,asphalt,,,,
osm5657210539,osm5657210603,6.97,footway,concrete,,,,
osm5657210603,osm5657210539,6.97,footway,concrete,,,,
osm5657210603,osm5657210604,4.92,footway,concrete,,,,
osm5657210604,osm5657210603,4.92,footway,concrete,,,,
osm5657210604,osm8515272284,142.27,footway,concrete,,,,
osm8515272284,osm5657210604,142.27,footway,concrete,,,,
osm8515272284,osm8515272286,12.94,footway,concrete,,,,
osm8515272286,osm8515272284,12.94,footway,concrete,,,,
osm8515272286,osm11746486603,322.85,footway,concrete,,,,
osm11746486603,osm8515272286,322.85,footway,concrete,,,,
osm11746486603,osm11746486606,14.67,footway,concrete,,,,
osm11746486606,osm11746486603,14.67,footway,concrete,,,,
osm11746486606,osm4419083782,94.46,footway,concrete,,,,
osm4419083782,osm11746486606,94.46,footway,concrete,,,,
osm4419083782,osm5657210725,57.43,footway,concrete,,,,
osm5657210725,osm4419083782,57.43,footway,concrete,,,,
osm5657210725,osm5657210727,147.58,footway,concrete,,,,
osm5657210727,osm5657210725,147.58,footway,concrete,,,,
osm5657210727,osm5657210728,26.94,footway,concrete,,,,
osm5657210728,osm5657210727,26.94,footway,concrete,,,,
osm5657210118,osm5657210729,5.97,footway,asphalt,,,,
osm5657210729,osm5657210118,5.97,footway,asphalt,,,,
osm5657210729,osm5657142531,6.88,footway,asphalt,,,,
osm5657142531,osm5657210729,6.88,footway,asphalt,,,,
osm5657210730,osm5657210731,6.42,footway,asphalt,,,,
osm5657210731,osm5657210730,6.42,footway,asphalt,,,,
osm5657210731,osm5657210732,7.05,footway,asphalt,,,,
osm5657210732,osm5657210731,7.05,footway,asphalt,,,,
osm5657142530,osm5657210733,6.09,footway,asphalt,,,,
osm5657210733,osm5657142530,6.09,footway,asphalt,,,,
osm5657210733,osm5657210119,7.1,footway,asphalt,,,,
osm5657210119,osm5657210733,7.1,footway,asphalt,,,,
osm5657210120,osm5657210734,5.44,footway,asphalt,,,,
osm5657210734,osm5657210120,5.44,footway,asphalt,,,,
osm5657210734,osm5657210526,5.87,footway,asphalt,,,,
osm5657210526,osm5657210734,5.87,footway,asphalt,,,,
osm5657210526,osm5657210735,7.18,footway,asphalt,,,,
osm5657210735,osm5657210526,7.18,footway,asphalt,,,,
osm5657210735,osm5657210736,14.04,footway,asphalt,,,,
osm5657210736,osm5657210735,14.04,footway,asphalt,,,,
osm5657210736,osm5656937095,5.24,footway,asphalt,,,,
osm5656937095,osm5657210736,5.24,footway,asphalt,,,,
osm5657210120,osm5657210737,7.07,footway,asphalt,,,,
osm5657210737,osm5657210120,7.07,footway,asphalt,,,,
osm5657210737,osm5657210738,13.81,footway,asphalt,,,,
osm5657210738,osm5657210737,13.81,footway,asphalt,,,,
osm5657210738,osm5657210739,5.19,footway,asphalt,,,,
osm5657210739,osm5657210738,5.19,footway,asphalt,,,,
osm5657210727,osm5657223860,8.68,footway,asphalt,,,,
osm5657223860,osm5657210727,8.68,footway,asphalt,,,,
osm5657223860,osm5657223861,4.79,footway,asphalt,,,,
osm5657223861,osm5657223860,4.79,footway,asphalt,,,,
osm5657223861,osm5657224028,56.36,footway,concrete,,,,
osm5657224028,osm5657223861,56.36,footway,concrete,,,,
osm5657224028,osm5657223863,1.75,footway,concrete,,,,
osm5657223863,osm5657224028,1.75,footway,concrete,,,,
osm5657223863,osm5657223892,463.82,footway,dirt,,,,
osm5657223892,osm5657223863,463.82,footway,dirt,,,,
osm5657223892,osm6139353859,98.94,footway,dirt,,,,
osm6139353859,osm5657223892,98.94,footway,dirt,,,,
osm6139353859,osm5657223911,115.27,footway,dirt,,,,
osm5657223911,osm6139353859,115.27,footway,dirt,,,,
osm5657223916,osm5657223919,100.63,footway,concrete,,,,
osm5657223919,osm5657223916,100.63,footway,concrete,,,,
osm5657223919,osm5657224026,109.95,footway,concrete,,,,
osm5657224026,osm5657223919,109.95,footway,concrete,,,,
osm5657224026,osm5657223916,131.19,footway,concrete,,,,
osm5657223916,osm5657224026,131.19,footway,concrete,,,,
osm5657224028,osm5657224029,4.72,footway,asphalt,,,,
osm5657224029,osm5657224028,4.72,footway,asphalt,,,,
osm5657224029,osm5657223919,7.66,footway,asphalt,,,,
osm5657223919,osm5657224029,7.66,footway,asphalt,,,,
osm5657224030,osm5657224031,62.87,footway,concrete,,,,
osm5657224031,osm5657224030,62.87,footway,concrete,,,,
osm5657224031,osm5657224032,63.07,footway,concrete,,,,
